item,itemLabel,twitter_username,user_id
http://www.wikidata.org/entity/Q705664,Sixt SE,http://www.wikidata.org/entity/statement/Q705664-900b69fb-4aa7-c836-e538-764c1efe65c7,307312197
http://www.wikidata.org/entity/Q705664,Sixt SE,http://www.wikidata.org/entity/statement/Q705664-f673ac29-41d1-3af6-e090-ff615301fc99,20064442
http://www.wikidata.org/entity/Q706421,New Yorker,http://www.wikidata.org/entity/statement/Q706421-628E5EEF-661C-40C6-8C02-70E5EF03C00C,38403623
http://www.wikidata.org/entity/Q724429,Trumpf-Gruppe,http://www.wikidata.org/entity/statement/Q724429-318388A2-E70D-48DB-B24A-A77440D2FED0,44078294
http://www.wikidata.org/entity/Q554198,Bauer Media Group,http://www.wikidata.org/entity/statement/Q554198-2719095A-7C44-4F5F-948F-DEF9FCEB7052,237779140
http://www.wikidata.org/entity/Q555861,Le Creuset,http://www.wikidata.org/entity/statement/Q555861-64aa04c1-4d47-46d3-c7ca-71dac8bb28d4,65385312
http://www.wikidata.org/entity/Q558781,Reclam-Verlag,http://www.wikidata.org/entity/statement/Q558781-8342be96-4fb1-86cb-e961-931b5b4c1d9d,74095931
http://www.wikidata.org/entity/Q564213,Tchibo,http://www.wikidata.org/entity/statement/Q564213-8b05cfa4-4cc5-1704-9a6f-81b601964ced,43131800
http://www.wikidata.org/entity/Q564213,Tchibo,http://www.wikidata.org/entity/statement/Q564213-caa55dfe-4006-fbe5-36a0-13c1bbdb66e1,1068099044
http://www.wikidata.org/entity/Q566820,Rohloff,http://www.wikidata.org/entity/statement/Q566820-F275E867-0D63-4835-825A-8AB2A896B427,102967644
http://www.wikidata.org/entity/Q567411,Loctite,http://www.wikidata.org/entity/statement/Q567411-DB47FEA8-7F92-4E37-83E4-E60759FE907B,2485631401
http://www.wikidata.org/entity/Q567630,JAKO,http://www.wikidata.org/entity/statement/Q567630-93456d1a-4868-4984-8ea4-acccfa4199d1,92072311
http://www.wikidata.org/entity/Q570372,SolarWorld,http://www.wikidata.org/entity/statement/Q570372-F5394174-19BE-4D20-BE08-4CF8E3B9A448,87997141
http://www.wikidata.org/entity/Q571206,Tom Tailor,http://www.wikidata.org/entity/statement/Q571206-cced3b2a-4427-02ea-1775-156afc28f16c,1250869475840229378
http://www.wikidata.org/entity/Q571907,Rohde & Schwarz,http://www.wikidata.org/entity/statement/Q571907-82642D53-6A79-4B7A-A87C-39C7E9F27231,53101979
http://www.wikidata.org/entity/Q571989,Upjers,http://www.wikidata.org/entity/statement/Q571989-1ea9855d-4a33-5d81-ac9e-6a9b864aec90,54178883
http://www.wikidata.org/entity/Q573103,TUI AG,http://www.wikidata.org/entity/statement/Q573103-bdc14493-48ab-a0a2-84d5-17fc29551302,41062336
http://www.wikidata.org/entity/Q573604,Rhön-Klinikum,http://www.wikidata.org/entity/statement/Q573604-faf4bd51-4fd6-99f2-ee67-dc06e8e920d5,2493749660
http://www.wikidata.org/entity/Q587325,Wirecard,http://www.wikidata.org/entity/statement/Q587325-48CBDB9E-D973-4704-9567-A6A246AF1BCA,42056054
http://www.wikidata.org/entity/Q600986,Escada SE,http://www.wikidata.org/entity/statement/Q600986-e7ddc41b-4faa-692a-43d0-d4e30bac251d,116315319
http://www.wikidata.org/entity/Q605908,Drägerwerk,http://www.wikidata.org/entity/statement/Q605908-184d3552-4504-89ae-1c2e-83153606972b,333601576
http://www.wikidata.org/entity/Q607531,Techniker Krankenkasse,http://www.wikidata.org/entity/statement/Q607531-44029f54-46d0-c972-a916-cc9c7dbce567,480533135
http://www.wikidata.org/entity/Q804495,Baktat,http://www.wikidata.org/entity/statement/Q804495-8dcc0500-4fd7-e072-531b-9087d3a81678,515371434
http://www.wikidata.org/entity/Q812055,BayWa,http://www.wikidata.org/entity/statement/Q812055-f4b4a9ce-455e-ac70-961f-2fb50aa4c365,3130962927
http://www.wikidata.org/entity/Q812131,Bayer CropScience,http://www.wikidata.org/entity/statement/Q812131-5c830e9f-4fc9-fbef-3be6-da7e1b4c2c7f,130781810
http://www.wikidata.org/entity/Q812142,Covestro,http://www.wikidata.org/entity/statement/Q812142-45D1FBDD-A06F-483A-93DB-40DEAEE80291,121825214
http://www.wikidata.org/entity/Q220189,Unicredit Bank,http://www.wikidata.org/entity/statement/Q220189-76EF5C14-30BE-40C6-AEA5-5CAC3A5B6D68,113290254
http://www.wikidata.org/entity/Q241331,50Hertz Transmission,http://www.wikidata.org/entity/statement/Q241331-38db4dc4-40fa-aaa3-fa74-ad496a1abd48,714859899864354818
http://www.wikidata.org/entity/Q261375,Industrial and Financial Systems,http://www.wikidata.org/entity/statement/Q261375-36C6FD71-D677-4DD1-BB9D-9A443AB504A4,118482567
http://www.wikidata.org/entity/Q264997,beyerdynamic,http://www.wikidata.org/entity/statement/Q264997-9D7A55F9-7E5B-4171-87CE-BCDB9FC9FDA8,42848274
http://www.wikidata.org/entity/Q265033,Hotel.de,http://www.wikidata.org/entity/statement/Q265033-9117E8F8-E04F-431E-9A1C-2021FC2162CB,36338321
http://www.wikidata.org/entity/Q265176,Q Cells,http://www.wikidata.org/entity/statement/Q265176-4A928556-A8A0-4F74-B89B-B5A4DCCB1478,1136597003989860354
http://www.wikidata.org/entity/Q478469,Münnich Motorsport,http://www.wikidata.org/entity/statement/Q478469-D7E695D3-262F-4103-805B-F0937526686B,184725765
http://www.wikidata.org/entity/Q490467,Ashampoo,http://www.wikidata.org/entity/statement/Q490467-91938cbb-489f-b0da-a849-13d58e0929a6,52044930
http://www.wikidata.org/entity/Q631220,Braun,http://www.wikidata.org/entity/statement/Q631220-A78BA053-8B8A-4234-9307-345263A57F78,611677174
http://www.wikidata.org/entity/Q636838,DFS Deutsche Flugsicherung GmbH,http://www.wikidata.org/entity/statement/Q636838-d2f21242-4712-21ce-3bf1-9011b3d5fac4,134721281
http://www.wikidata.org/entity/Q427800,Knipex,http://www.wikidata.org/entity/statement/Q427800-d743aa59-499a-150f-6b99-c8b1a4af91a6,1087088993857097728
http://www.wikidata.org/entity/Q431454,Bruker,http://www.wikidata.org/entity/statement/Q431454-05fd3248-4760-4156-9b3c-38a4cf406d03,37929345
